,off_passing_Team,off_passing_Att,off_passing_Cmp,off_passing_Cmp %,off_passing_Yds/Att,off_passing_Pass Yds,off_passing_TD,off_passing_INT,off_passing_Rate,off_passing_1st,off_passing_1st%,off_passing_20+,off_passing_40+,off_passing_Lng,off_passing_Sck,off_passing_SckY,off_rushing_Team,off_rushing_Att,off_rushing_Rush Yds,off_rushing_YPC,off_rushing_TD,off_rushing_20+,off_rushing_40+,off_rushing_Lng,off_rushing_Rush 1st,off_rushing_Rush 1st%,off_rushing_Rush FUM,off_receiving_Team,off_receiving_Rec,off_receiving_Yds,off_receiving_Yds/Rec,off_receiving_TD,off_receiving_20+,off_receiving_40+,off_receiving_Lng,off_receiving_Rec 1st,off_receiving_Rec 1st%,off_receiving_Rec FUM,off_scoring_Team,off_scoring_Rsh TD,off_scoring_Rec TD,off_scoring_Tot TD,off_scoring_2-PT,off_downs_Team,off_downs_3rd Att,off_downs_3rd Md,off_downs_4th Att,off_downs_4th Md,off_downs_Rec 1st,off_downs_Rec 1st%,off_downs_Rush 1st,off_downs_Rush 1st%,off_downs_Scrm Plys,def_passing_Team,def_passing_Att,def_passing_Cmp,def_passing_Cmp %,def_passing_Yds/Att,def_passing_Yds,def_passing_TD,def_passing_INT,def_passing_Rate,def_passing_1st,def_passing_1st%,def_passing_20+,def_passing_40+,def_passing_Lng,def_passing_Sck,def_rushing_Team,def_rushing_Att,def_rushing_Rush Yds,def_rushing_YPC,def_rushing_TD,def_rushing_20+,def_rushing_40+,def_rushing_Lng,def_rushing_Rush 1st,def_rushing_Rush 1st%,def_rushing_Rush FUM,def_receiving_Team,def_receiving_Rec,def_receiving_Yds,def_receiving_Yds/Rec,def_receiving_TD,def_receiving_20+,def_receiving_40+,def_receiving_Lng,def_receiving_Rec 1st,def_receiving_Rec 1st%,def_receiving_Rec FUM,def_receiving_PDef,def_scoring_Team,def_scoring_FR TD,def_scoring_SFTY,def_scoring_INT TD,def_downs_Team,def_downs_3rd Att,def_downs_3rd Md,def_downs_4th Att,def_downs_4th Md,def_downs_Rec 1st,def_downs_Rec 1st%,def_downs_Rush 1st,def_downs_Rush 1st%,def_downs_Scrm Plys,def_tackles_Team,def_tackles_Sck,def_tackles_Comb,def_tackles_Asst,def_tackles_Solo,def_fumbles_Team,def_fumbles_FF,def_fumbles_FR,def_fumbles_FR TD,def_fumbles_Rec FUM,def_fumbles_Rush FUM,def_interceptions_Team,def_interceptions_INT,def_interceptions_INT TD,def_interceptions_INT Yds,def_interceptions_Lng,st_field-goals_Team,st_field-goals_FGM,st_field-goals_Att,st_field-goals_FG %,st_field-goals_1-19 > A-M,st_field-goals_20-29 > A-M,st_field-goals_30-39 > A-M,st_field-goals_40-49 > A-M,st_field-goals_50+ > A-M,st_field-goals_Lng,st_field-goals_FG Blk,st_scoring_Team,st_scoring_FGM,st_scoring_FG %,st_scoring_XPM,st_scoring_XP Pct,st_scoring_KRet TD,st_scoring_PRet T,st_kickoffs_Team,st_kickoffs_KO,st_kickoffs_Yds,st_kickoffs_TB,st_kickoffs_TB %,st_kickoffs_Ret,st_kickoffs_Ret Avg,st_kickoffs_OSK,st_kickoffs_OSK Rec,st_kickoffs_OOB,st_kickoffs_TD,st_punting_Team,st_punting_Net Avg,st_punting_Net Yds,st_punting_Punts,st_punting_Avg,st_punting_Lng,st_punting_Yds,st_punting_IN 20,st_punting_OOB,st_punting_Dn,st_punting_TB,st_punting_FC,st_punting_Ret,st_punting_RetY,st_punting_TD,st_punting_P Blk,st_punt-returns_Team,st_punt-returns_Avg,st_punt-returns_Ret,st_punt-returns_Yds,st_punt-returns_PRet T,st_punt-returns_20+,st_punt-returns_40+,st_punt-returns_Lng,st_punt-returns_FC,st_punt-returns_FUM,st_punt-returns_P Blk,Year
19,Texans  Texans,574,365,63.6,7.6,4370,24,12,92.0,222,38.7,59,9,60,32,226,Texans  Texans,423,2042,4.8,20,16,3,74T,118,27.9,5,Texans  Texans,365,4370,12.0,24,59,9,60,222,60.8,3,Texans  Texans,20,24,44,1,Texans  Texans,192,79,19,9,222,60.8,118,27.9,1029,Texans  Texans,547,354,64.7,8.2,4280,33,13,100.5,211,38.6,56,18,73T,30,Texans  Texans,433,1751,4.0,16,6,1,42,113,26.1,5,Texans  Texans,354,4499,12.7,33,56,18,73T,211,59.6,3,56,Texans  Texans,0,0,0,Texans  Texans,195,77,13,11,211,59.6,113,26.1,1010,Texans  Texans,32,1132,275,676,Texans  Texans,11,5,0,3,5,Texans  Texans,13,0,90,23,Texans  Texans,27,30,90.0,0_0,8_8,11_11,7_5,4_3,57,0,Texans  Texans,27,90.0,43,100.0,0,0,Texans  Texans,86,5695,13,15.1,72,24.2,2,1,0,1,Texans  Texans,36.8,2317,63,42.1,60,2650,19,4,11,5,14,29,233,0,0,Texans  Texans,6.7,35,235,0,1,0,39,16,0,0,2010
20,Titans  Titans,474,273,57.6,6.9,3278,24,15,82.6,155,32.7,44,8,80T,27,171,Titans  Titans,406,1727,4.3,13,15,5,76T,73,18.0,7,Titans  Titans,273,3278,12.0,24,44,8,80T,155,56.8,4,Titans  Titans,13,24,40,1,Titans  Titans,204,71,14,8,155,56.8,73,18.0,907,Titans  Titans,625,410,65.6,6.9,4032,23,17,86.4,214,34.2,45,10,75T,40,Titans  Titans,474,1851,3.9,7,11,0,37,107,22.6,11,Titans  Titans,410,4304,10.5,23,45,10,75T,214,52.2,3,72,Titans  Titans,0,2,1,Titans  Titans,242,104,22,9,214,52.2,107,22.6,1139,Titans  Titans,27,962,192,604,Titans  Titans,17,8,0,3,11,Titans  Titans,17,1,198,41T,Titans  Titans,24,26,92.3,0_0,6_6,9_8,8_8,3_2,55,0,Titans  Titans,24,92.3,38,100.0,1,1,Titans  Titans,76,5071,17,22.4,56,24.8,1,1,2,1,Titans  Titans,39.1,3008,77,42.9,68,3302,24,8,14,4,16,35,214,0,0,Titans  Titans,12.2,27,329,1,4,1,87T,17,1,1,2010
21,Packers  Packers,541,352,65.1,8.0,4355,31,13,98.9,204,37.7,57,11,86T,38,231,Packers  Packers,421,1606,3.8,11,3,1,71,88,20.9,4,Packers  Packers,352,4355,12.4,31,57,11,86T,204,58.0,9,Packers  Packers,11,31,46,0,Packers  Packers,205,85,13,5,204,58.0,88,20.9,1000,Packers  Packers,527,296,56.2,6.5,3107,16,24,67.2,163,30.9,44,8,85T,47,Packers  Packers,395,1838,4.7,6,10,1,40,82,20.8,6,Packers  Packers,296,3440,11.6,16,44,8,85T,163,55.1,5,86,Packers  Packers,1,0,3,Packers  Packers,213,77,20,6,163,55.1,82,20.8,969,Packers  Packers,38,1088,248,722,Packers  Packers,15,8,1,5,6,Packers  Packers,24,3,318,64,Packers  Packers,22,28,78.6,1_1,8_7,5_4,10_8,4_2,56,2,Packers  Packers,22,78.6,46,100.0,0,0,Packers  Packers,84,5173,4,4.8,76,21.8,1,1,3,0,Packers  Packers,37.6,2673,71,43.9,62,3114,25,9,8,5,18,31,341,1,0,Packers  Packers,7.9,41,325,0,3,2,52,19,2,0,2010
22,Lions  Lions,633,383,60.5,6.3,4001,26,16,82.0,199,31.4,43,6,87T,27,191,Lions  Lions,404,1613,4.0,11,9,2,45,83,20.5,6,Lions  Lions,383,4001,10.4,26,43,6,87T,199,52.0,4,Lions  Lions,11,26,41,2,Lions  Lions,242,97,16,10,199,52.0,83,20.5,1064,Lions  Lions,518,330,63.7,7.3,3498,23,14,89.2,187,36.1,43,9,89T,44,Lions  Lions,443,1999,4.5,18,11,3,80T,98,22.1,8,Lions  Lions,330,3786,11.5,23,43,9,89T,187,56.7,8,62,Lions  Lions,1,1,2,Lions  Lions,198,77,12,5,187,56.7,98,22.1,1005,Lions  Lions,27,1075,254,723,Lions  Lions,21,15,1,8,8,Lions  Lions,14,2,194,42T,Lions  Lions,25,30,83.3,0_0,4_4,7_7,13_9,6_5,55,0,Lions  Lions,25,83.3,35,97.2,1,0,Lions  Lions,77,4775,3,3.9,72,20.7,2,1,0,1,Lions  Lions,35.8,3225,90,44.6,66,4018,24,4,7,8,17,54,633,1,0,Lions  Lions,12.1,30,362,0,4,1,71,21,2,0,2010
23,Broncos  Broncos,580,334,57.6,7.4,4307,25,12,86.8,204,35.2,62,13,71,40,269,Broncos  Broncos,398,1544,3.9,13,6,1,40T,81,20.4,12,Broncos  Broncos,334,4307,12.9,25,62,13,71,204,61.1,5,Broncos  Broncos,13,25,40,0,Broncos  Broncos,207,67,19,6,204,61.1,81,20.4,1018,Broncos  Broncos,502,297,59.2,7.8,3780,26,10,93.0,184,36.7,62,12,73T,23,Broncos  Broncos,531,2473,4.7,26,22,5,71T,126,23.7,13,Broncos  Broncos,297,3936,13.3,26,62,12,73T,184,62.0,1,76,Broncos  Broncos,1,0,0,Broncos  Broncos,209,80,16,10,184,62.0,126,23.7,1056,Broncos  Broncos,40,955,142,727,Broncos  Broncos,13,8,1,1,13,Broncos  Broncos,10,0,118,36,Broncos  Broncos,22,25,88.0,0_0,4_4,10_10,8_6,3_2,59,0,Broncos  Broncos,22,88.0,38,97.4,1,0,Broncos  Broncos,78,4973,22,28.2,51,24.7,5,2,0,1,Broncos  Broncos,36.6,3145,86,44.6,63,3835,19,7,5,7,17,50,550,0,0,Broncos  Broncos,10.4,31,323,0,3,0,33,15,4,0,2010
24,Cowboys  Cowboys,576,379,65.8,7.3,4208,29,19,90.4,201,34.9,57,8,71T,31,166,Cowboys  Cowboys,428,1786,4.2,10,11,1,60T,104,24.3,5,Cowboys  Cowboys,379,4208,11.1,29,57,8,71T,201,53.0,8,Cowboys  Cowboys,10,29,46,2,Cowboys  Cowboys,211,86,22,13,201,53.0,104,24.3,1035,Cowboys  Cowboys,540,348,64.4,7.7,3894,33,20,92.8,200,37.0,57,13,91T,35,Cowboys  Cowboys,402,1734,4.3,11,12,2,56,84,20.9,9,Cowboys  Cowboys,348,4151,11.9,33,57,13,91T,200,57.5,3,62,Cowboys  Cowboys,1,0,3,Cowboys  Cowboys,204,81,9,4,200,57.5,84,20.9,977,Cowboys  Cowboys,31,1090,217,758,Cowboys  Cowboys,14,10,1,3,9,Cowboys  Cowboys,20,3,302,101T,Cowboys  Cowboys,24,32,75.0,0_0,8_8,7_4,11_8,6_4,53,0,Cowboys  Cowboys,24,75.0,42,95.5,0,3,Cowboys  Cowboys,85,5654,22,25.9,56,24.3,3,0,3,1,Cowboys  Cowboys,41.7,2750,65,47.2,65,3115,22,11,6,8,7,33,205,0,1,Cowboys  Cowboys,15.9,24,382,3,5,3,97T,14,5,0,2010
25,Browns  Browns,478,296,61.9,6.7,3203,13,18,75.0,154,32.2,42,6,65T,36,214,Browns  Browns,413,1646,4.0,13,7,2,68,87,21.1,13,Browns  Browns,296,3203,10.8,13,42,6,65T,154,52.0,4,Browns  Browns,13,13,29,0,Browns  Browns,202,75,7,5,154,52.0,87,21.1,927,Browns  Browns,507,309,60.9,7.3,3531,26,19,84.8,195,38.5,49,8,78T,29,Browns  Browns,505,2070,4.1,7,10,1,55,102,20.2,4,Browns  Browns,309,3709,12.0,26,49,8,78T,195,63.1,1,77,Browns  Browns,1,0,2,Browns  Browns,224,96,15,11,195,63.1,102,20.2,1041,Browns  Browns,36,1062,243,640,Browns  Browns,9,9,1,1,4,Browns  Browns,19,2,320,64T,Browns  Browns,23,28,82.1,3_3,7_7,10_10,5_3,3_0,48,0,Browns  Browns,23,82.1,28,100.0,0,0,Browns  Browns,67,4057,7,10.4,54,17.8,4,0,2,0,Browns  Browns,39.0,3039,78,43.9,59,3424,29,8,12,5,13,40,285,0,0,Browns  Browns,10.7,22,235,0,1,1,69,11,4,0,2010
26,Bengals  Bengals,590,365,61.9,6.8,3988,26,20,82.4,206,34.9,45,9,78T,28,221,Bengals  Bengals,428,1522,3.6,8,3,1,42,85,19.9,11,Bengals  Bengals,365,3988,10.9,26,45,9,78T,206,56.4,4,Bengals  Bengals,8,26,36,2,Bengals  Bengals,224,87,19,13,206,56.4,85,19.9,1046,Bengals  Bengals,514,326,63.4,7.1,3469,21,16,85.2,170,33.1,47,10,54,27,Bengals  Bengals,416,1843,4.4,15,17,3,61,97,23.3,8,Bengals  Bengals,326,3648,11.2,21,47,10,54,170,52.1,5,67,Bengals  Bengals,1,0,1,Bengals  Bengals,198,75,7,2,170,52.1,97,23.3,957,Bengals  Bengals,28,1149,348,691,Bengals  Bengals,12,10,1,5,8,Bengals  Bengals,16,1,200,56,Bengals  Bengals,24,31,77.4,1_1,12_10,9_9,5_2,4_2,54,1,Bengals  Bengals,24,77.4,30,93.8,0,0,Bengals  Bengals,76,4692,8,10.5,64,23.5,3,1,1,2,Bengals  Bengals,38.2,2748,71,41.6,72,2992,28,8,17,6,14,26,124,0,1,Bengals  Bengals,7.2,36,258,0,2,0,27,21,1,0,2010
27,Bears  Bears,466,276,59.2,7.3,3397,23,21,79.5,163,35.0,42,6,89T,56,382,Bears  Bears,414,1616,3.9,10,11,2,68T,76,18.4,1,Bears  Bears,276,3397,12.3,23,42,6,89T,163,59.1,7,Bears  Bears,10,23,37,1,Bears  Bears,195,64,7,2,163,59.1,76,18.4,936,Bears  Bears,582,363,62.4,6.6,3588,14,21,74.4,183,31.4,44,5,59T,34,Bears  Bears,386,1441,3.7,14,13,1,45,88,22.8,15,Bears  Bears,363,3820,10.5,14,44,5,59T,183,50.4,6,73,Bears  Bears,0,0,1,Bears  Bears,216,75,13,6,183,50.4,88,22.8,1002,Bears  Bears,56,967,171,717,Bears  Bears,23,14,0,6,15,Bears  Bears,21,1,332,56,Bears  Bears,25,30,83.3,1_1,9_9,9_8,7_4,4_3,54,1,Bears  Bears,25,83.3,35,100.0,0,3,Bears  Bears,78,5018,16,20.5,59,23.8,1,0,2,0,Bears  Bears,35.2,2923,83,40.1,56,3326,24,14,15,5,10,39,303,1,0,Bears  Bears,17.1,33,564,3,9,5,89T,10,0,0,2010
28,Panthers  Panthers,484,256,52.9,5.4,2635,9,21,57.0,125,25.8,30,3,88T,50,346,Panthers  Panthers,428,1846,4.3,7,14,4,60,78,18.2,16,Panthers  Panthers,256,2635,10.3,9,30,3,88T,125,48.8,2,Panthers  Panthers,7,9,17,0,Panthers  Panthers,227,69,23,10,125,48.8,78,18.2,962,Panthers  Panthers,526,326,62.0,6.9,3393,19,17,81.0,176,33.5,45,7,56T,31,Panthers  Panthers,503,1981,3.9,20,11,3,68T,121,24.1,9,Panthers  Panthers,326,3617,11.1,19,45,7,56T,176,54.0,5,68,Panthers  Panthers,0,1,1,Panthers  Panthers,213,81,9,4,176,54.0,121,24.1,1060,Panthers  Panthers,50,1057,258,667,Panthers  Panthers,14,12,0,5,9,Panthers  Panthers,17,1,285,66,Panthers  Panthers,25,29,86.2,0_0,9_9,2_2,14_11,4_3,55,0,Panthers  Panthers,25,86.2,17,100.0,0,0,Panthers  Panthers,58,3811,11,19.0,45,23.6,3,0,1,0,Panthers  Panthers,36.5,3469,95,43.1,60,4097,22,8,10,7,16,54,488,1,0,Panthers  Panthers,9.6,39,373,0,7,0,37,6,4,1,2010
29,Bills  Bills,519,296,57.0,6.5,3371,24,21,75.2,166,32.0,42,8,65T,34,213,Bills  Bills,401,1720,4.3,6,9,0,39,82,20.4,11,Bills  Bills,296,3371,11.4,24,42,8,65T,166,56.1,8,Bills  Bills,6,24,34,0,Bills  Bills,211,80,24,11,166,56.1,82,20.4,954,Bills  Bills,473,294,62.2,6.9,3072,28,11,92.6,179,37.8,38,4,52T,27,Bills  Bills,571,2714,4.8,18,16,2,43T,138,24.2,10,Bills  Bills,294,3253,11.1,28,38,4,52T,179,60.9,4,77,Bills  Bills,1,0,2,Bills  Bills,227,98,10,7,179,60.9,138,24.2,1071,Bills  Bills,34,1072,298,570,Bills  Bills,15,11,1,4,10,Bills  Bills,11,2,210,56,Bills  Bills,16,21,76.2,1_1,6_6,6_5,3_2,5_2,51,0,Bills  Bills,16,76.2,31,96.9,1,0,Bills  Bills,68,4277,8,11.8,57,21.7,1,0,1,0,Bills  Bills,36.6,2742,75,42.4,61,3181,17,12,7,7,17,32,299,0,0,Bills  Bills,10.5,32,336,0,8,0,34,18,4,0,2010
30,Ravens  Ravens,491,308,62.7,7.4,3629,25,10,93.6,175,35.6,40,7,67,40,294,Ravens  Ravens,487,1831,3.8,11,7,1,50,97,19.9,6,Ravens  Ravens,308,3629,11.8,25,40,7,67,175,56.8,3,Ravens  Ravens,11,25,40,0,Ravens  Ravens,210,82,10,4,175,56.8,97,19.9,1018,Ravens  Ravens,596,349,58.6,6.4,3599,22,19,76.4,187,31.4,52,5,88T,27,Ravens  Ravens,384,1503,3.9,5,6,2,48,79,20.6,10,Ravens  Ravens,349,3789,10.9,22,52,5,88T,187,53.6,7,80,Ravens  Ravens,0,0,3,Ravens  Ravens,229,87,12,6,187,53.6,79,20.6,1007,Ravens  Ravens,40,1179,292,665,Ravens  Ravens,15,8,0,7,10,Ravens  Ravens,19,3,289,44,Ravens  Ravens,26,29,89.7,0_0,11_11,9_8,8_7,1_0,49,0,Ravens  Ravens,26,89.7,39,100.0,1,0,Ravens  Ravens,79,5620,40,50.6,38,26.0,0,0,1,0,Ravens  Ravens,39.2,3175,81,43.6,60,3530,39,11,10,4,22,34,275,0,0,Ravens  Ravens,7.4,43,319,0,4,0,35,26,3,0,2010
31,Falcons  Falcons,577,361,62.6,6.5,3725,28,9,90.8,200,34.7,32,6,46,23,158,Falcons  Falcons,497,1891,3.8,14,12,1,55,111,22.3,4,Falcons  Falcons,361,3725,10.3,28,32,6,46,200,55.4,3,Falcons  Falcons,14,28,47,2,Falcons  Falcons,240,112,15,11,200,55.4,111,22.3,1097,Falcons  Falcons,560,364,65.0,6.9,3625,23,22,82.2,183,32.7,38,6,83T,31,Falcons  Falcons,366,1694,4.6,9,10,5,80T,87,23.8,8,Falcons  Falcons,364,3846,10.6,23,38,6,83T,183,50.3,4,69,Falcons  Falcons,1,0,2,Falcons  Falcons,201,79,17,9,183,50.3,87,23.8,957,Falcons  Falcons,23,1126,246,736,Falcons  Falcons,14,9,1,4,8,Falcons  Falcons,22,2,337,40,Falcons  Falcons,28,31,90.3,0_0,11_11,9_8,10_8,1_1,51,1,Falcons  Falcons,28,90.3,44,100.0,1,1,Falcons  Falcons,88,5945,23,26.1,64,21.3,1,0,0,1,Falcons  Falcons,35.6,2673,74,40.2,61,3014,29,6,11,5,24,28,241,0,1,Falcons  Falcons,12.1,19,230,1,1,1,55T,19,1,0,2010
0,Redskins  Redskins,591,346,58.5,6.9,4058,19,24,73.3,204,34.5,57,7,51,41,285,Redskins  Redskins,400,1614,4.0,8,10,0,39,79,19.8,4,Redskins  Redskins,346,4058,11.7,19,57,7,51,204,59.0,4,Redskins  Redskins,8,19,28,1,Redskins  Redskins,219,81,13,4,204,59.0,79,19.8,1032,Redskins  Redskins,509,308,60.5,7.5,3553,22,13,87.4,180,35.4,58,9,73T,41,Redskins  Redskins,438,1884,4.3,15,14,3,67,95,21.7,5,Redskins  Redskins,308,3804,12.4,22,58,9,73T,180,58.4,5,72,Redskins  Redskins,0,0,1,Redskins  Redskins,206,77,10,4,180,58.4,95,21.7,988,Redskins  Redskins,41,1083,297,679,Redskins  Redskins,17,8,0,5,5,Redskins  Redskins,13,1,127,30,Redskins  Redskins,31,41,75.6,0_0,15_14,9_5,11_8,6_4,59,5,Redskins  Redskins,31,75.6,25,96.2,0,0,Redskins  Redskins,73,4629,32,43.8,36,20.8,3,0,3,0,Redskins  Redskins,39.0,2572,66,43.1,63,2842,28,3,9,1,21,32,250,0,0,Redskins  Redskins,8.9,37,328,0,8,1,55,9,5,0,2011
1,Buccaneers  Buccaneers,588,365,62.1,6.5,3838,17,24,73.6,180,30.6,37,6,65T,32,188,Buccaneers  Buccaneers,346,1458,4.2,9,7,1,54T,74,21.4,8,Buccaneers  Buccaneers,365,3838,10.5,17,37,6,65T,180,49.3,7,Buccaneers  Buccaneers,9,17,30,2,Buccaneers  Buccaneers,206,76,21,8,180,49.3,74,21.4,966,Buccaneers  Buccaneers,481,301,62.6,8.2,3814,30,14,97.2,188,39.1,50,12,91T,23,Buccaneers  Buccaneers,498,2497,5.0,26,28,3,81T,135,27.1,10,Buccaneers  Buccaneers,301,3962,13.2,30,50,12,91T,188,62.5,3,59,Buccaneers  Buccaneers,1,1,3,Buccaneers  Buccaneers,185,73,13,9,188,62.5,135,27.1,1002,Buccaneers  Buccaneers,32,959,207,671,Buccaneers  Buccaneers,13,10,1,3,10,Buccaneers  Buccaneers,14,3,195,43,Buccaneers  Buccaneers,26,28,92.9,0_0,5_5,6_6,14_13,3_2,55,0,Buccaneers  Buccaneers,26,92.9,23,100.0,0,0,Buccaneers  Buccaneers,69,4270,37,53.6,25,22.8,6,1,1,1,Buccaneers  Buccaneers,40.3,2697,67,45.1,65,3023,24,5,9,3,14,36,266,0,0,Buccaneers  Buccaneers,8.0,29,231,0,3,0,34,14,6,0,2011
2,Seahawks  Seahawks,509,299,58.7,6.8,3444,15,14,77.6,153,30.1,51,9,61T,50,339,Seahawks  Seahawks,444,1756,4.0,15,8,3,48T,89,20.0,8,Seahawks  Seahawks,299,3444,11.5,15,51,9,61T,153,51.2,1,Seahawks  Seahawks,15,15,35,0,Seahawks  Seahawks,228,77,15,7,153,51.2,89,20.0,1003,Seahawks  Seahawks,543,324,59.7,6.9,3518,18,22,74.8,174,32.0,43,10,68T,33,Seahawks  Seahawks,473,1797,3.8,10,8,0,39,96,20.3,4,Seahawks  Seahawks,324,3750,11.6,18,43,10,68T,174,53.7,5,83,Seahawks  Seahawks,0,1,4,Seahawks  Seahawks,221,77,11,7,174,53.7,96,20.3,1049,Seahawks  Seahawks,50,1064,307,700,Seahawks  Seahawks,13,9,0,5,4,Seahawks  Seahawks,22,4,462,94T,Seahawks  Seahawks,25,30,83.3,2_2,6_5,10_9,8_7,4_2,52,2,Seahawks  Seahawks,25,83.3,34,100.0,0,0,Seahawks  Seahawks,75,4969,26,34.7,48,26.0,0,0,1,1,Seahawks  Seahawks,39.3,3730,95,46.6,77,4431,34,3,17,8,20,47,541,2,0,Seahawks  Seahawks,11.0,42,464,0,7,0,37,16,2,2,2011
3,49ers  49ers,451,277,61.4,7.1,3193,18,5,91.4,150,33.3,41,6,56T,44,263,49ers  49ers,498,2044,4.1,14,16,4,55,101,20.3,5,49ers  49ers,277,3193,11.5,18,41,6,56T,150,54.2,3,49ers  49ers,14,18,35,1,49ers  49ers,221,65,14,9,150,54.2,101,20.3,993,49ers  49ers,579,333,57.5,6.9,3695,20,23,73.6,190,32.8,48,12,77,42,49ers  49ers,353,1236,3.5,3,4,0,34,53,15.0,10,49ers  49ers,333,3978,11.9,20,48,12,77,190,57.1,5,101,49ers  49ers,0,1,1,49ers  49ers,216,76,17,7,190,57.1,53,15.0,974,49ers  49ers,44,1039,186,781,49ers  49ers,19,15,0,5,10,49ers  49ers,23,1,284,48,49ers  49ers,44,52,84.6,2_2,16_16,14_13,11_6,9_7,55,3,49ers  49ers,44,84.6,34,100.0,1,1,49ers  49ers,94,6228,47,50.0,46,23.1,1,1,0,0,49ers  49ers,44.0,3475,78,50.3,68,3970,28,1,12,9,17,39,315,0,1,49ers  49ers,12.4,44,544,1,10,3,55T,23,1,0,2011
4,Chargers  Chargers,582,366,62.9,7.9,4624,27,20,88.7,234,40.2,69,8,58,30,198,Chargers  Chargers,436,1864,4.3,16,13,2,41,97,22.2,8,Chargers  Chargers,366,4624,12.6,27,69,8,58,234,63.9,4,Chargers  Chargers,16,27,46,1,Chargers  Chargers,211,103,11,4,234,63.9,97,22.2,1048,Chargers  Chargers,478,299,62.6,7.9,3591,29,17,92.5,186,38.9,53,10,78,32,Chargers  Chargers,448,1955,4.4,8,15,2,46,102,22.8,3,Chargers  Chargers,299,3778,12.6,29,53,10,78,186,62.2,3,65,Chargers  Chargers,1,0,1,Chargers  Chargers,195,96,9,1,186,62.2,102,22.8,958,Chargers  Chargers,30,1060,218,714,Chargers  Chargers,7,4,1,3,3,Chargers  Chargers,17,1,260,64,Chargers  Chargers,28,35,80.0,0_0,11_11,5_4,12_9,7_4,53,0,Chargers  Chargers,28,80.0,44,97.8,1,0,Chargers  Chargers,91,5944,32,35.2,57,25.5,2,2,0,1,Chargers  Chargers,39.7,1865,47,47.5,71,2234,17,5,3,2,12,25,329,0,0,Chargers  Chargers,8.5,31,264,0,2,0,31,12,1,0,2011
5,Steelers  Steelers,539,341,63.3,8.0,4333,21,15,89.7,221,41.0,60,10,95T,42,279,Steelers  Steelers,434,1903,4.4,13,9,3,76,96,22.1,5,Steelers  Steelers,341,4333,12.7,21,60,10,95T,221,64.8,4,Steelers  Steelers,13,21,36,0,Steelers  Steelers,196,90,8,3,221,64.8,96,22.1,1015,Steelers  Steelers,530,289,54.5,5.6,2751,15,11,71.7,156,29.4,34,2,73T,35,Steelers  Steelers,399,1597,4.0,7,9,1,42T,82,20.6,2,Steelers  Steelers,289,2981,10.3,15,34,2,73T,156,54.0,1,72,Steelers  Steelers,1,2,0,Steelers  Steelers,221,86,13,8,156,54.0,82,20.6,964,Steelers  Steelers,42,1094,331,638,Steelers  Steelers,10,4,1,1,2,Steelers  Steelers,11,0,99,33,Steelers  Steelers,23,31,74.2,2_2,8_8,8_6,11_6,2_1,51,1,Steelers  Steelers,23,74.2,36,100.0,0,1,Steelers  Steelers,72,4789,28,38.9,43,23.7,0,0,1,0,Steelers  Steelers,38.6,2318,59,44.7,66,2683,18,2,9,6,13,29,245,0,1,Steelers  Steelers,10.5,33,347,1,6,2,60T,26,0,0,2011
6,Cardinals  Cardinals,550,307,55.8,7.2,3954,21,23,73.9,175,31.8,55,15,73T,54,387,Cardinals  Cardinals,389,1625,4.2,12,7,2,71,83,21.3,8,Cardinals  Cardinals,307,3954,12.9,21,55,15,73T,175,57.0,4,Cardinals  Cardinals,12,21,37,0,Cardinals  Cardinals,205,66,15,9,175,57.0,83,21.3,993,Cardinals  Cardinals,578,340,58.8,6.9,3696,17,10,82.5,174,30.1,58,7,95T,42,Cardinals  Cardinals,475,1986,4.2,15,11,1,48T,118,24.8,3,Cardinals  Cardinals,340,4000,11.8,17,58,7,95T,174,51.2,3,85,Cardinals  Cardinals,0,0,0,Cardinals  Cardinals,226,71,8,4,174,51.2,118,24.8,1095,Cardinals  Cardinals,54,976,214,708,Cardinals  Cardinals,12,9,0,3,3,Cardinals  Cardinals,10,0,117,49,Cardinals  Cardinals,19,24,79.2,0_0,9_9,6_4,7_5,2_1,51,0,Cardinals  Cardinals,19,79.2,33,100.0,0,4,Cardinals  Cardinals,74,4993,22,29.7,52,25.0,0,0,0,0,Cardinals  Cardinals,37.3,3431,92,45.0,66,4141,26,4,13,5,20,50,610,1,0,Cardinals  Cardinals,15.1,46,696,4,8,5,99T,22,3,0,2011
